"","ID","StartDate","Progress","Duration (in seconds)","Consent","AQ01","AQ02","AQ03","AQ04","AQ05","AQ06","AQ07","AQ08","AQ09","AQ10","AQ11","AQ12","AQ13","AQ14","AQ15","AQ16","AQ17","AQ18","AQ19","AQ20","AQ21","AQ22","AQ23","AQ24","AQ25","AQ26","AQ27","AQ28","RPrac","RPrac_H","RPrac_T_First Click","RPrac_T_Last Click","RPrac_T_Page Submit","RPrac_T_Click Count","R01","R01_H","R01_T_First Click","R01_T_Last Click","R01_T_Page Submit","R01_T_Click Count","R02","R02_H","R02_T_First Click","R02_T_Last Click","R02_T_Page Submit","R02_T_Click Count","R03","R03_H","R03_T_First Click","R03_T_Last Click","R03_T_Page Submit","R03_T_Click Count","R04","R04_H","R04_T_First Click","R04_T_Last Click","R04_T_Page Submit","R04_T_Click Count","R05","R05_H","R05_T_First Click","R05_T_Last Click","R05_T_Page Submit","R05_T_Click Count","R06","R06_H","R06_T_First Click","R06_T_Last Click","R06_T_Page Submit","R06_T_Click Count","R07","R07_H","R07_T_First Click","R07_T_Last Click","R07_T_Page Submit","R07_T_Click Count","R08","R08_H","R08_T_First Click","R08_T_Last Click","R08_T_Page Submit","R08_T_Click Count","R09","R09_H","R09_T_First Click","R09_T_Last Click","R09_T_Page Submit","R09_T_Click Count","R10","R10_H","R10_T_First Click","R10_T_Last Click","R10_T_Page Submit","R10_T_Click Count","R11","R11_H","R11_T_First Click","R11_T_Last Click","R11_T_Page Submit","R11_T_Click Count","R12","R12_T_First Click","R12_T_Last Click","R12_T_Page Submit","R12_T_Click Count","R12_H","R13","R13_T_First Click","R13_T_Last Click","R13_T_Page Submit","R13_T_Click Count","R13_H","R14","R14_H","R14_T_First Click","R14_T_Last Click","R14_T_Page Submit","R14_T_Click Count","R15","R15_T_First Click","R15_T_Last Click","R15_T_Page Submit","R15_T_Click Count","R15_H","R16","R16_H","R16_T_First Click","R16_T_Last Click","R16_T_Page Submit","R16_T_Click Count","R17","R17_H","R17_T_First Click","R17_T_Last Click","R17_T_Page Submit","R17_T_Click Count","R18","R18_H","R18_T_First Click","R18_T_Last Click","R18_T_Page Submit","R18_T_Click Count","R19","R19_H","R19_T_First Click","R19_T_Last Click","R19_T_Page Submit","R19_T_Click Count","R20","R20_H","R20_T_First Click","R20_T_Last Click","R20_T_Page Submit","R20_T_Click Count","R21","R21_H","R21_T_First Click","R21_T_Last Click","R21_T_Page Submit","R21_T_Click Count","R22","R22_H","R22_T_First Click","R22_T_Last Click","R22_T_Page Submit","R22_T_Click Count","R23","R23_H","R23_T_First Click","R23_T_Last Click","R23_T_Page Submit","R23_T_Click Count","R24","R24_H","R24_T_First Click","R24_T_Last Click","R24_T_Page Submit","R24_T_Click Count","R25","R25_H","R25_T_First Click","R25_T_Last Click","R25_T_Page Submit","R25_T_Click Count","R26","R26_H","R26_T_First Click","R26_T_Last Click","R26_T_Page Submit","R26_T_Click Count","R27","R27_H","R27_T_First Click","R27_T_Last Click","R27_T_Page Submit","R27_T_Click Count","R28","R28_H","R28_T_First Click","R28_T_Last Click","R28_T_Page Submit","R28_T_Click Count","R29","R29_T_First Click","R29_T_Last Click","R29_T_Page Submit","R29_T_Click Count","R29_H","R30","R30_H","R30_T_First Click","R30_T_Last Click","R30_T_Page Submit","R30_T_Click Count","R31","R31_H","R31_T_First Click","R31_T_Last Click","R31_T_Page Submit","R31_T_Click Count","R32","R32_T_First Click","R32_T_Last Click","R32_T_Page Submit","R32_T_Click Count","R32_H","R33","R33_H","R33_T_First Click","R33_T_Last Click","R33_T_Page Submit","R33_T_Click Count","R34","R34_H","R34_T_First Click","R34_T_Last Click","R34_T_Page Submit","R34_T_Click Count","R35","R35_H","R35_T_First Click","R35_T_Last Click","R35_T_Page Submit","R35_T_Click Count","R36","R36_H","R36_T_First Click","R36_T_Last Click","R36_T_Page Submit","R36_T_Click Count","R_Comfort_1","TAS01","TAS02","TAS03","TAS04","TAS05","TAS06","TAS07","TAS08","TAS09","TAS10","TAS11","TAS12","TAS13","TAS14","TAS15","TAS16","TAS17","TAS18","TAS19","TAS20","Attention_1","TOM_story_timer_First Click","TOM_story_timer_Last Click","TOM_story_timer_Page Submit","TOM_story_timer_Click Count","TOM_revise","TOM_story2_timer_First Click","TOM_story2_timer_Last Click","TOM_story2_timer_Page Submit","TOM_story2_timer_Click Count","TOM01","TOM02","TOM03","TOM04","TOM05","TOM06","TOM07","TOM08","TOM09","TOM10","TOM11","TOM12","TOM13","TOM14","TOM15","TOM16","TOM_question_timer_First Click","TOM_question_timer_Last Click","TOM_question_timer_Page Submit","TOM_question_timer_Click Count","Dem_ethnicity","Dem_ethnicity_9_TEXT","Dem_age","Dem_gender","Dem_gender_4_TEXT","Dem_education","Dem_god_4","Debrief_random","Debrief_device","Debrief_device_5_TEXT","age","gender","ethnicity"
"130",130,2020-08-25 06:21:10,100,1220,1,3,2,1,3,1,1,2,1,2,1,4,3,2,4,3,1,3,1,3,2,2,1,4,2,3,2,4,2,1,1,2.447,34.493,35.584,13,1,NA,4.182,5.486,6.402,2,4,NA,8.574,9.382,10.46,2,1,NA,3.207,7.85,9.254,3,1,NA,4.333,5.128,6.132,2,1,NA,4.707,5.532,6.684,2,1,NA,6.999,7.882,8.954,2,4,NA,8.848,10.202,11.336,2,1,NA,5.856,7.164,8.616,2,1,NA,3.888,4.651,5.301,2,1,NA,6.321,7.253,8.213,2,1,NA,4.906,6.055,7.075,2,1,5.052,5.901,6.744,2,NA,1,4.789,5.599,6.324,2,NA,2,NA,6.869,7.732,8.864,2,3,11.398,12.394,13.254,2,NA,4,NA,7.789,10.161,11.851,3,1,NA,10.066,11.138,12.07,2,3,NA,8.232,9.083,9.801,2,1,NA,4.997,5.764,6.5,2,2,NA,6.081,7.101,7.901,2,1,NA,4.175,4.926,5.848,2,1,NA,3.804,4.882,5.821,2,2,NA,3.941,5.033,6.052,2,1,1,4.989,25.965,27.19,12,1,NA,5.943,6.931,7.938,2,4,NA,10.342,11.141,12.001,2,1,NA,8.029,8.873,10.04,2,1,NA,6.639,12.523,13.301,4,1,4.787,8.463,9.45,3,NA,4,NA,15.005,15.766,16.668,2,4,NA,5.807,7.551,8.976,2,1,6.227,7.075,8.049,2,NA,1,NA,7.059,8.224,9.207,2,3,NA,4.939,19.105,19.81,9,3,NA,9.516,11.535,12.394,3,1,NA,3.468,4.343,5.402,2,10,1,1,5,5,5,1,5,1,5,5,3,1,5,3,3,3,1,5,5,3,0,4.27,99.046,100.137,11,NA,3.901,3.901,6.402,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,9.795,161.59,163.906,39,6,NA,42,1,NA,2,100,2,4,NA,42,2,3
"131",131,2020-08-25 06:31:26,100,694,1,3,2,3,2,1,2,2,2,3,4,2,4,1,4,2,1,2,2,3,2,2,3,3,3,3,2,3,2,3,NA,1.556,9.198,10.036,2,1,NA,3.903,4.501,5.223,2,1,NA,2.826,3.457,4.185,2,4,NA,4.401,6.622,7.29,4,4,NA,2.289,2.726,3.402,2,1,NA,1.855,2.383,3.034,2,1,NA,3.102,3.7,4.341,2,3,NA,2.888,3.415,3.953,2,1,NA,4.602,5.432,5.951,2,1,NA,3.655,4.28,4.846,2,3,NA,4.146,4.701,5.315,2,1,NA,3.97,4.579,5.001,2,1,1.491,2.953,3.877,3,NA,1,2.559,3.097,3.641,2,NA,1,NA,3.784,4.576,5.489,2,1,2.205,3.025,3.88,2,NA,1,NA,2.991,3.456,4.001,2,3,NA,2.621,3.826,4.642,2,1,NA,3.694,4.108,4.641,2,3,1,5.801,13.572,15.04,4,1,NA,2.226,3.506,4.347,2,1,NA,2.118,3.138,3.846,2,1,NA,3.979,4.52,5.039,2,4,NA,3.001,3.667,4.211,2,1,NA,2.301,2.961,3.539,2,1,NA,2.746,3.374,3.934,2,3,NA,6.465,6.993,7.401,2,3,NA,3.363,3.992,4.634,2,2,NA,2.039,2.593,3.42,2,1,3.137,3.641,4.262,2,NA,1,NA,2.285,2.783,3.614,2,1,NA,18.601,19.568,20.083,2,1,4.579,4.976,5.526,2,NA,1,NA,3.539,4.432,5.025,2,1,NA,4.589,5.252,5.893,2,4,NA,3.329,3.8,4.467,2,1,NA,3.538,4.094,4.667,2,9,2,4,1,4,5,2,1,2,2,5,1,2,1,1,4,2,4,5,5,1,0,1.809,45.801,67.45,7,NA,2.891,2.891,3.52,1,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,8.111,111.391,112.234,34,2,NA,44,2,NA,2,0,2,4,NA,44,1,1
"132",132,2020-08-25 06:31:33,100,713,1,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,3,3,2,3,2,3,2,3,2,3,NA,14.596,14.596,15.345,1,1,NA,2.939,2.939,3.817,1,1,NA,2.22,2.22,2.749,1,1,NA,3.285,3.285,4.043,1,1,NA,4.555,4.555,5.115,1,2,NA,3.537,3.537,4.474,1,1,NA,4.202,4.202,4.753,1,3,NA,4.144,4.144,4.772,1,1,NA,4.532,4.532,5.129,1,2,NA,2.484,2.484,3.176,1,3,NA,6.264,6.264,6.879,1,4,NA,8.531,8.531,9.116,1,2,3.447,3.447,4.081,1,NA,1,6.004,6.004,6.859,1,NA,2,NA,9.3,9.3,9.932,1,1,4.801,4.801,5.679,1,NA,4,NA,5.351,5.351,5.937,1,2,NA,4.469,4.469,5.077,1,1,NA,3.733,3.733,4.468,1,1,NA,2.408,2.408,2.885,1,1,NA,5.165,5.165,5.876,1,1,NA,3.5,3.5,4.119,1,1,NA,2.501,2.501,3.161,1,1,NA,3.266,3.266,3.931,1,1,NA,3.418,3.418,4.048,1,1,NA,3.448,3.448,4.934,1,1,NA,5.176,5.176,5.923,1,1,NA,6.307,6.307,6.962,1,2,NA,2.481,2.481,3.203,1,1,4.417,4.417,4.974,1,NA,1,NA,4.263,4.263,4.886,1,1,NA,5.434,5.434,6.623,1,1,5.309,5.309,5.87,1,NA,1,NA,5.188,5.188,5.868,1,1,NA,6.066,6.066,7.197,1,2,NA,2.996,2.996,3.576,1,1,NA,2.836,2.836,3.351,1,4,4,4,3,2,3,4,4,2,4,3,4,4,4,4,2,4,4,4,4,3,0,2.014,36.968,60.572,6,NA,0,0,4.648,0,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,5.829,141.001,141.856,35,2,NA,38,2,NA,2,100,2,4,NA,38,1,1
"133",133,2020-08-25 06:22:48,100,1423,1,4,2,2,3,2,2,3,4,4,3,3,4,2,3,2,2,3,3,2,3,2,4,2,4,2,2,3,4,3,1,4.274,7.716,13.131,2,2,NA,6.625,6.625,8.491,1,4,NA,5.818,5.818,7.338,1,4,NA,7.366,7.366,8.867,1,1,NA,2.234,2.234,3.572,1,1,NA,4.036,4.036,5.356,1,4,NA,5.694,7.876,9.269,2,1,NA,5.243,5.243,6.921,1,1,NA,4.893,4.893,6.668,1,1,NA,5.478,5.478,6.693,1,1,NA,5.103,5.103,6.621,1,1,NA,4.165,4.165,5.986,1,1,12.613,12.613,14.132,1,NA,1,5.019,5.019,6.605,1,NA,1,NA,5.631,7.363,8.409,2,3,4.796,4.796,6.211,1,NA,1,NA,4.855,4.855,6.521,1,2,NA,7.059,7.059,8.464,1,3,NA,2.282,2.282,3.866,1,3,NA,5.377,5.377,6.995,1,2,NA,74.299,74.299,77.142,1,2,NA,4.695,4.695,6.258,1,1,NA,4.369,4.369,7.337,1,1,NA,3.445,3.445,5.164,1,4,NA,3.06,3.06,4.556,1,1,NA,4.957,4.957,6.463,1,2,NA,4.034,4.034,5.707,1,1,NA,3.504,4.933,6.779,2,1,NA,2.732,6.019,7.197,2,1,3.333,3.333,4.718,1,NA,1,NA,2.061,2.061,3.352,1,1,NA,104.655,104.655,106.418,1,4,2.65,5.688,7.24,2,NA,4,NA,3.597,3.597,5.42,1,1,NA,4.143,4.143,6.132,1,1,NA,4.736,4.736,6.593,1,1,NA,2.252,2.252,3.848,1,4,3,4,1,2,4,2,1,4,1,4,4,2,3,2,5,5,2,4,3,4,0,0,0,54.998,0,NA,0,0,6.141,0,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,10.583,137.766,138.647,16,2,NA,58,2,NA,5,100,1,2,NA,58,1,1
"134",134,2020-08-25 06:38:52,100,570,1,2,2,2,3,3,2,4,2,2,3,2,2,4,3,4,3,3,2,2,3,2,2,2,2,2,2,2,2,3,NA,10.867,10.867,11.633,1,4,NA,7.055,7.055,7.735,1,1,NA,2.502,2.502,3.335,1,1,NA,2.679,2.679,3.586,1,1,NA,3.001,3.001,4.033,1,1,NA,2.694,2.694,3.539,1,1,NA,4.702,4.702,5.571,1,1,NA,2.3,2.3,3.088,1,1,NA,2.702,2.702,3.501,1,1,NA,2.871,2.871,3.547,1,1,NA,3.72,3.72,4.452,1,1,NA,3.595,3.595,4.352,1,1,3.303,3.303,4.056,1,NA,1,2.784,2.784,3.434,1,NA,1,NA,2.658,2.658,3.42,1,1,2.27,2.27,3.44,1,NA,1,NA,2.102,3.151,5.174,2,3,NA,15.502,15.502,16.289,1,1,NA,3.741,4.362,6.739,2,4,NA,4.08,4.08,4.921,1,2,NA,2.358,2.358,3.071,1,1,NA,2.201,2.201,3.035,1,4,NA,5.245,5.245,6.024,1,1,NA,3.903,3.903,4.636,1,1,NA,2.302,2.302,3.242,1,1,NA,3.102,3.102,3.973,1,4,NA,22.069,22.069,23.291,1,4,NA,2.456,2.456,3.126,1,2,NA,3.367,3.367,4.106,1,1,2.201,2.201,3.424,1,NA,1,NA,2.16,2.16,2.855,1,1,NA,2.18,2.18,2.976,1,1,2.201,2.201,2.989,1,NA,1,NA,3.663,3.663,4.454,1,2,NA,5.277,5.277,5.888,1,4,NA,2.999,2.999,3.755,1,1,NA,3.228,3.228,3.93,1,9,2,4,2,2,3,3,3,4,4,4,4,2,3,3,4,5,4,4,4,2,0,3.183,48.834,51.744,3,NA,0,0,5.349,0,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,7.463,78.282,79.56,36,2,NA,59,2,NA,2,53,2,4,NA,59,1,1
"135",135,2020-08-25 06:35:52,100,772,1,3,2,1,2,3,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,4,3,3,3,2,4,4,3,NA,3.7,8.358,9.5,3,1,NA,3.398,3.973,4.7,2,2,NA,0.996,4.528,5.5,4,3,NA,3.541,4.028,4.801,2,1,NA,5.121,5.838,6.889,2,1,NA,4.098,4.947,5.876,2,1,NA,6.119,6.805,7.798,2,3,NA,4.345,5.129,6.001,2,1,NA,3.001,3.865,4.7,2,1,NA,3.704,4.305,5.172,2,3,NA,1.769,2.267,2.982,2,1,NA,3.937,4.496,5.3,2,1,2.742,3.3,4,2,NA,1,3.401,4.426,5.501,2,NA,4,NA,3.833,6.684,7.6,4,1,4.139,4.632,5.3,2,NA,3,NA,5.934,6.568,7.501,2,4,NA,6.521,6.9,7.923,2,1,NA,14.477,15.357,16.211,2,2,NA,4.892,6.393,7.303,3,1,NA,2.893,3.381,4.052,2,1,NA,4.209,4.778,5.679,2,1,NA,6.947,8.585,9.602,3,2,NA,15.861,16.621,17.401,2,1,NA,3.879,5.968,6.892,3,1,NA,3.323,4.1,5.377,2,1,NA,4.081,5.29,6.1,2,1,NA,5.595,6.143,6.8,2,2,NA,3.614,6.06,6.985,2,2,5.448,6.134,6.9,2,NA,1,NA,1.786,2.573,3.4,2,4,NA,2.901,3.591,4.401,2,4,4.431,5.542,6.596,2,NA,4,NA,5.975,6.755,7.6,2,3,NA,15.571,18.452,19.401,2,4,NA,4.453,5.634,6.581,2,1,NA,3.617,4.172,5.001,2,7,4,4,3,3,3,3,3,3,2,3,4,2,3,3,4,3,3,4,3,3,0,4.999,36.974,45.101,13,NA,3.001,5.1,6,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,3.326,79.275,80.134,40,2,NA,50,2,NA,2,17,2,4,NA,50,1,1
"136",136,2020-08-25 06:41:41,100,499,1,4,2,3,1,3,3,3,4,4,2,1,4,3,2,2,2,4,4,4,4,3,1,2,4,2,1,4,4,1,NA,4.576,5.704,6.076,2,4,NA,3.336,3.336,3.842,1,1,NA,2.366,2.892,3.815,2,1,NA,3.049,3.4,3.891,2,4,NA,10.858,10.858,11.367,1,1,NA,10.958,10.958,11.382,1,1,NA,5.54,5.54,5.998,1,1,NA,2.69,2.69,3.918,1,1,NA,2.533,2.533,2.979,1,1,NA,1.982,1.982,2.456,1,1,NA,1.858,1.858,2.338,1,1,NA,6.539,6.539,6.983,1,1,3.672,3.672,4.247,1,NA,1,3.752,3.752,4.229,1,NA,1,NA,3.013,3.013,3.557,1,1,4.101,5.784,6.445,3,1,1,NA,2.86,2.86,3.377,1,1,NA,3.539,3.539,4.032,1,3,NA,3.05,3.05,3.671,1,4,NA,4.079,4.079,5.101,1,2,NA,3.805,3.805,5.699,1,1,NA,1.882,1.882,2.384,1,1,NA,5.642,5.642,6.168,1,4,NA,2.731,2.731,3.226,1,1,NA,11.622,11.622,12.134,1,1,NA,2,2,2.564,1,1,NA,1.601,1.601,2.154,1,1,NA,3.723,3.723,4.285,1,4,NA,2.357,2.357,2.891,1,3,3.117,3.117,3.757,1,NA,1,NA,2.095,2.095,2.813,1,1,NA,3.428,3.428,3.893,1,1,2.578,2.578,3.001,1,NA,1,NA,2.003,2.003,2.476,1,1,NA,3.959,3.959,4.528,1,2,NA,1.808,3.063,3.672,2,1,NA,1.902,1.902,2.44,1,5,5,5,3,1,5,2,3,2,4,4,5,3,5,3,4,3,5,3,5,1,0,21.092,53.843,59.452,8,NA,0,0,3.22,0,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,7.361,80.936,81.46,40,2,NA,33,2,NA,5,3,2,4,NA,33,1,1
"137",137,2020-08-25 06:40:23,100,902,1,4,2,1,2,2,2,3,3,4,1,1,4,4,3,1,2,4,2,4,3,3,2,1,4,2,1,4,3,4,NA,14.001,17.102,19.992,4,1,NA,4.901,5.91,7.063,2,1,NA,3.001,4.035,5.127,2,1,NA,2.001,3.009,4.072,2,4,NA,4.901,5.949,7.269,2,3,NA,3.501,4.727,5.66,2,3,NA,1.86,4.43,5.456,3,1,NA,2.601,4.875,6.703,4,2,NA,4.686,6.577,7.756,3,2,NA,0.98,4.176,5.391,3,1,NA,1.401,2.463,3.445,2,1,NA,4.15,5.024,6.317,2,1,3.139,6.122,7.454,3,NA,1,2.073,3.182,4.232,2,NA,2,NA,6.6,7.765,9.123,2,3,1.835,3.336,4.92,2,NA,1,NA,6.201,7.281,8.234,2,1,NA,11.701,12.91,13.946,2,2,NA,3.902,4.782,5.915,2,1,NA,1.901,3.142,4.222,2,1,NA,2.6,3.994,5.145,2,1,NA,3.701,4.879,5.815,2,1,NA,2,3.782,5.54,2,2,NA,2.806,4.545,5.623,2,3,NA,4.201,5.381,6.5,2,3,NA,1.667,3.763,5.174,3,1,NA,4.201,5.308,6.439,2,1,NA,4.204,5.3,6.301,2,4,NA,1.601,2.873,3.957,2,1,4.624,6.401,8.189,2,NA,4,NA,4.712,7.494,8.325,3,4,NA,1.5,3.907,4.441,4,1,10.401,11.488,12.477,2,NA,1,NA,3.601,4.715,5.897,2,3,NA,1.13,3.844,5.079,3,4,NA,3.546,4.599,5.611,2,4,NA,3.102,5.219,6.542,3,2,4,4,5,2,4,4,4,2,4,4,4,4,5,4,4,5,4,2,4,4,0,4.315,51.053,64.418,3,NA,0,0,9.07,0,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,12,109.119,113.755,46,2,NA,44,2,NA,4,99,2,3,NA,40,1,1
"138",138,2020-08-25 06:49:08,100,381,1,3,2,3,4,2,2,4,3,4,3,3,4,1,1,2,3,3,3,3,4,1,1,3,2,1,4,1,2,3,NA,2.292,3.629,4.732,2,2,NA,1.821,2.859,3.583,2,4,NA,2.44,4.065,5.095,3,3,NA,1.283,2.035,2.665,2,3,NA,0.806,1.575,2.284,2,1,NA,0.7,1.684,2.531,2,3,NA,1.889,2.609,3.296,2,1,NA,0.857,1.708,2.763,2,4,NA,0.866,1.75,2.493,2,1,NA,2.925,3.811,4.517,2,3,NA,0.855,1.741,2.623,2,1,NA,1.115,2.034,2.85,2,1,0.705,1.474,2.208,2,NA,2,1.17,2.106,3.072,2,NA,2,NA,0.681,1.383,2.073,2,4,0.813,1.603,2.49,2,NA,1,1,1.038,12.769,17.346,7,3,NA,0.768,1.57,2.294,2,1,NA,0.634,1.437,2.204,2,1,NA,2.418,3.22,4.084,2,1,NA,0.218,3.119,4.07,4,3,NA,0.775,1.596,2.27,2,3,NA,0.946,1.699,2.407,2,3,NA,3.532,4.436,5.16,2,2,NA,1.22,2.174,4.197,2,4,NA,0.838,1.675,2.297,2,2,NA,0.749,1.567,2.236,2,1,NA,1.368,2.369,4.363,2,3,NA,0.765,1.719,2.384,2,4,0.775,1.56,3.488,2,NA,4,NA,0.941,1.712,2.394,2,3,NA,0.687,1.539,2.237,2,1,0.772,1.79,2.687,2,NA,2,NA,0.995,2.138,2.977,2,3,NA,0.781,1.557,2.356,2,2,NA,0.849,1.661,2.528,2,1,NA,2.787,5.189,5.922,3,8,2,1,2,2,2,1,1,1,1,2,1,1,2,3,3,3,3,2,3,3,0,5.46,5.46,8.632,1,NA,6.735,6.735,7.671,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2.28,31.555,32.687,38,2,NA,23,1,NA,4,84,2,4,NA,23,2,1
"139",139,2020-08-25 06:43:32,100,762,1,3,2,1,1,2,1,3,1,2,2,4,2,4,4,4,1,3,1,2,2,1,3,4,2,3,2,1,1,3,NA,2.178,7.811,8.628,3,1,NA,12.452,13.101,14.1,2,1,NA,1.875,9.105,10.015,3,1,NA,14.256,15.577,16.438,3,1,NA,3.278,4.932,6.2,3,1,NA,3.226,4.408,5.35,3,1,NA,7.272,9.293,10.213,3,1,NA,1.915,6.058,6.991,3,1,NA,2.467,5.291,6.101,3,1,NA,3.458,4.653,5.5,3,3,NA,4.961,6.959,7.901,3,1,NA,2.874,4.246,4.939,3,1,2.466,5.19,6.098,3,NA,1,2.723,3.864,4.709,3,NA,2,NA,2.324,5.761,6.686,3,1,25.861,29.26,30.178,3,NA,1,NA,2.574,7.142,7.901,3,1,NA,8.058,9.669,10.523,3,1,NA,5.321,7.953,8.706,3,2,NA,10.534,16.763,17.415,3,1,NA,2.895,4.702,5.601,3,1,NA,6.518,7.819,8.647,3,1,NA,2.912,5.217,6.002,3,2,NA,1.31,12.924,13.796,3,1,NA,4.235,8.243,9.11,3,1,NA,2.671,4.243,5.243,3,1,NA,2.407,5.65,6.543,3,3,NA,2.235,5.812,6.614,3,2,NA,3.335,4.703,6.212,3,1,2.323,4.836,5.781,3,NA,1,NA,2.196,3.458,4.2,3,1,NA,2.557,5.63,6.268,4,1,4.425,5.658,6.634,3,NA,1,NA,3.285,4.68,5.598,3,1,NA,4.025,5.855,7.033,3,2,NA,2.787,6.419,7.433,3,1,NA,1.835,4.598,5.651,3,10,1,2,1,5,5,1,1,4,3,5,2,3,1,1,3,2,2,5,5,3,0,17.156,34.753,35.901,2,NA,0,0,4.8,0,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,4.801,59.325,60.203,28,2,NA,64,1,NA,3,21,2,3,NA,65,2,1
"140",140,2020-08-25 06:46:34,100,712,1,3,2,2,2,2,3,2,2,3,2,2,3,1,3,2,2,3,3,3,2,2,2,2,3,2,1,3,3,3,NA,10.272,10.855,11.532,2,1,NA,17.715,17.715,18.337,1,1,NA,3.151,3.151,3.763,1,1,NA,6.383,7.186,7.927,2,1,NA,3.393,3.393,4.19,1,1,NA,4.138,4.754,5.346,2,3,NA,4.221,4.221,4.834,1,1,NA,3.077,3.077,3.808,1,1,NA,3.67,3.67,5.042,1,1,NA,3.284,3.284,3.939,1,3,NA,6.138,6.138,6.698,1,1,NA,5.815,5.815,6.511,1,1,2.954,2.954,5.548,1,NA,4,3.163,3.163,3.821,1,NA,2,NA,11.043,11.043,11.654,1,1,6.88,6.88,7.367,1,NA,1,NA,3.152,3.669,5.181,2,3,NA,4.971,4.971,5.599,1,1,NA,3.984,3.984,4.674,1,4,NA,7.146,7.146,7.76,1,1,NA,6.059,6.059,6.817,1,1,NA,4.132,4.618,5.791,2,1,NA,3.763,3.763,4.379,1,1,NA,6.464,6.464,7.054,1,1,NA,4.446,5.063,5.589,2,1,NA,5.879,5.879,6.52,1,1,NA,3.014,3.998,4.62,2,1,NA,12.889,12.889,13.369,1,4,NA,4.722,4.722,5.614,1,3,2.225,4.708,5.33,2,NA,1,NA,2.86,2.86,3.439,1,1,NA,7.413,8.231,9.011,2,1,4.709,4.709,5.39,1,NA,1,NA,3.936,3.936,6.63,1,1,NA,6.817,6.817,7.508,1,1,NA,7.369,7.369,7.994,1,1,NA,2.844,2.844,3.422,1,4,3,4,2,2,4,3,3,3,3,2,4,4,3,4,4,4,2,3,3,2,0,5.377,34.595,46.677,5,NA,0,0,5.736,0,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,15.801,76.04,76.608,29,2,NA,45,2,NA,3,22,2,4,NA,44,1,1
"141",141,2020-08-25 06:48:44,100,681,1,3,3,1,1,3,1,3,2,2,3,1,3,3,4,4,2,3,2,1,3,1,4,4,2,2,2,2,1,3,NA,11.897,12.513,14.6,2,1,NA,2.439,2.439,3.247,1,2,NA,7.304,7.813,8.449,2,1,NA,2.336,2.995,3.501,2,1,NA,3.274,3.752,4.509,2,2,NA,6.801,8.891,9.538,4,1,NA,5.501,6.114,6.748,2,1,NA,4.346,4.793,5.339,2,1,NA,2.467,3.848,5.702,2,1,NA,3.658,4.51,5.2,2,4,NA,5.201,5.201,6.801,1,3,NA,5.352,5.88,6.485,2,1,3.084,3.084,4.226,1,NA,1,6.4,6.4,8.231,1,NA,1,NA,2.805,3.336,3.953,2,1,3.166,3.586,4.133,2,NA,1,NA,5.054,5.829,6.201,2,1,NA,5,5.613,6.2,2,3,NA,5.572,6.306,6.987,2,3,NA,4.823,5.275,5.81,2,2,NA,6.831,7.29,7.879,2,1,NA,2.601,3.207,3.798,2,1,NA,2.001,2.77,3.295,2,1,NA,3.917,3.917,5.226,1,1,NA,5.115,5.716,6.383,2,1,NA,7.065,7.816,8.245,2,1,NA,5.6,6.334,7.027,2,1,NA,2.356,2.803,3.38,2,2,NA,3.095,4.959,5.501,2,2,2.579,5.301,6.098,3,NA,1,NA,1.995,2.468,3.064,2,1,NA,3.289,3.289,4.488,1,4,5.001,6.178,7.219,3,NA,1,NA,3.969,4.385,4.899,2,3,NA,6.829,7.831,10.262,3,4,NA,2.867,3.935,4.645,2,1,NA,1.601,2.263,2.827,2,10,3,3,3,3,3,3,2,3,3,3,3,3,3,4,5,3,3,3,3,3,0,0.741,1.439,2.459,2,8,0.664,60.718,64.556,17,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,5.56,116.929,118.087,43,2,NA,57,1,NA,2,90,2,4,NA,57,2,1
